refund_id,payment_id,order_id,amount,reason,refunded_at,status
793,16283,17161,4515.21,Wrong Item,2024-07-19 00:00:00,Completed
794,16319,17198,36847.67,Wrong Item,2025-08-11 00:00:00,Completed
795,16329,17209,173732.58,Not liked,2024-09-24 00:00:00,Completed
796,16352,17233,8130.66,Changed mind,2025-12-23 00:00:00,Completed
797,16356,17237,143668.06,Not liked,2024-03-29 00:00:00,Completed
798,16360,17241,6346.58,Changed mind,2025-08-22 00:00:00,Completed
799,16382,17263,6321.58,Defective,2024-02-07 00:00:00,Completed
800,16404,17286,8226.37,Size issue,2025-07-22 00:00:00,Completed
801,16427,17309,364443.27,Not liked,2024-07-19 00:00:00,Completed
802,16444,17329,97652.18,Not liked,2025-10-18 00:00:00,Completed
803,16448,17334,34840.35,Not liked,2025-02-09 00:00:00,Completed
804,16460,17347,2140.77,Defective,2024-07-23 00:00:00,Completed
805,16464,17351,115699.48,Wrong Item,2025-02-17 00:00:00,Completed
806,16480,17369,19139.98,Size issue,2025-04-28 00:00:00,Completed
807,16534,17424,2221.76,Wrong Item,2025-06-23 00:00:00,Completed
808,16549,17440,2858.64,Changed mind,2024-03-16 00:00:00,Completed
809,16563,17455,17731.14,Wrong Item,2025-10-15 00:00:00,Completed
810,16608,17502,59192.08,Defective,2025-08-26 00:00:00,Completed
811,16612,17506,8284.44,Changed mind,2025-05-23 00:00:00,Completed
812,16615,17509,254.08,Changed mind,2025-01-10 00:00:00,Completed
813,16672,17570,98711.63,Defective,2025-01-04 00:00:00,Completed
814,16709,17608,572583.05,Not liked,2025-10-14 00:00:00,Completed
815,16753,17654,11880.44,Defective,2024-02-16 00:00:00,Completed
816,16778,17681,5332.12,Defective,2024-11-28 00:00:00,Completed
817,16794,17700,280144.27,Size issue,2026-01-29 00:00:00,Completed
818,16812,17721,15737.34,Size issue,2024-04-25 00:00:00,Completed
819,16816,17725,947.17,Size issue,2024-02-27 00:00:00,Completed
820,16836,17746,46792.53,Size issue,2024-09-01 00:00:00,Completed
821,16854,17765,26655.42,Changed mind,2025-03-25 00:00:00,Completed
822,16855,17766,180662.95,Size issue,2024-06-16 00:00:00,Completed
823,16876,17788,10924.9,Changed mind,2025-02-15 00:00:00,Completed
824,16888,17801,9048.12,Defective,2024-10-23 00:00:00,Completed
825,16928,17845,405241.75,Defective,2025-12-29 00:00:00,Completed
826,16933,17850,109.44,Changed mind,2025-03-06 00:00:00,Completed
827,16936,17853,55238.47,Wrong Item,2025-05-16 00:00:00,Completed
828,16965,17884,69295.99,Defective,2025-07-26 00:00:00,Completed
829,16979,17898,73320.26,Defective,2024-05-25 00:00:00,Completed
830,16998,17918,27120.34,Changed mind,2024-03-06 00:00:00,Completed
831,17002,17922,165586.74,Size issue,2026-02-20 00:00:00,Completed
832,17025,17947,103471.11,Not liked,2024-12-24 00:00:00,Completed
833,17030,17952,369548.49,Changed mind,2025-03-04 00:00:00,Completed
834,17031,17953,31503.27,Wrong Item,2024-07-12 00:00:00,Completed
835,17040,17963,35007.4,Not liked,2024-10-30 00:00:00,Completed
836,17046,17969,312141.43,Not liked,2025-01-09 00:00:00,Completed
837,17055,17980,36141.82,Changed mind,2024-04-09 00:00:00,Completed
838,17065,17991,47719.23,Defective,2024-08-17 00:00:00,Completed
839,17069,17995,61843.65,Changed mind,2025-01-05 00:00:00,Completed
840,17071,17997,101952.45,Not liked,2025-11-20 00:00:00,Completed
841,17088,18014,50835.09,Changed mind,2025-01-21 00:00:00,Completed
842,17102,18029,41156.09,Defective,2024-10-16 00:00:00,Completed
843,17108,18035,64598.47,Wrong Item,2024-01-23 00:00:00,Completed
844,17129,18057,175143.6,Defective,2026-01-14 00:00:00,Completed
845,17138,18066,20015.84,Wrong Item,2025-11-01 00:00:00,Completed
846,17143,18071,186.95,Defective,2025-07-30 00:00:00,Completed
847,17157,18086,34095.11,Wrong Item,2024-02-25 00:00:00,Completed
848,17211,18143,27779.67,Not liked,2024-07-09 00:00:00,Completed
849,17239,18171,23482.59,Size issue,2025-03-02 00:00:00,Completed
850,17300,18236,106280.59,Size issue,2024-06-18 00:00:00,Completed
851,17336,18277,48970.42,Defective,2024-09-13 00:00:00,Completed
852,17374,18319,3012.68,Changed mind,2024-02-03 00:00:00,Completed
853,17393,18338,383947.8,Defective,2024-09-14 00:00:00,Completed
854,17397,18342,42665.37,Wrong Item,2025-11-27 00:00:00,Completed
855,17412,18357,39924.72,Size issue,2024-04-07 00:00:00,Completed
856,17423,18370,62520.66,Defective,2026-02-02 00:00:00,Completed
857,17512,18462,112792.2,Defective,2025-10-23 00:00:00,Completed
858,17567,18518,76452.05,Wrong Item,2025-01-12 00:00:00,Completed
859,17631,18583,188188.64,Changed mind,2024-11-02 00:00:00,Completed
860,17643,18595,129648.2,Changed mind,2024-07-25 00:00:00,Completed
861,17670,18623,346307.68,Changed mind,2024-11-04 00:00:00,Completed
862,17679,18632,10423.86,Defective,2026-02-17 00:00:00,Completed
863,17685,18638,11138.77,Defective,2024-01-27 00:00:00,Completed
864,17690,18644,42244.29,Wrong Item,2025-05-29 00:00:00,Completed
865,17699,18653,64622.17,Defective,2024-06-09 00:00:00,Completed
866,17723,18677,3977.4,Size issue,2025-04-23 00:00:00,Completed
867,17731,18686,13625.07,Wrong Item,2024-02-07 00:00:00,Completed
868,17753,18709,2427.97,Not liked,2024-10-23 00:00:00,Completed
869,17756,18712,10687.57,Changed mind,2024-11-20 00:00:00,Completed
870,17766,18722,27736.08,Size issue,2025-02-13 00:00:00,Completed
871,17770,18726,9101.88,Size issue,2024-06-06 00:00:00,Completed
872,17787,18745,1862.43,Changed mind,2024-06-24 00:00:00,Completed
873,17789,18747,92152.17,Wrong Item,2024-09-01 00:00:00,Completed
874,17796,18754,24023.85,Not liked,2025-07-26 00:00:00,Completed
875,17798,18756,212253.8,Changed mind,2024-11-08 00:00:00,Completed
876,17799,18757,92796.94,Size issue,2026-03-07 00:00:00,Completed
877,17805,18763,32320.82,Wrong Item,2026-01-12 00:00:00,Completed
878,17821,18780,385310.92,Wrong Item,2024-05-13 00:00:00,Completed
879,17829,18788,60941.14,Defective,2025-12-05 00:00:00,Completed
880,17832,18792,178190.6,Wrong Item,2024-03-13 00:00:00,Completed
881,17838,18799,5262.3,Defective,2024-04-07 00:00:00,Completed
882,17873,18835,76465.59,Changed mind,2024-04-27 00:00:00,Completed
883,17876,18838,19215.76,Defective,2024-08-22 00:00:00,Completed
884,17891,18853,131875.86,Size issue,2024-06-12 00:00:00,Completed
885,17941,18905,8779.33,Changed mind,2024-01-26 00:00:00,Completed
886,17958,18923,1995.12,Defective,2024-06-21 00:00:00,Completed
887,17981,18947,194567.15,Changed mind,2025-10-06 00:00:00,Completed
888,17982,18948,93798.23,Wrong Item,2024-07-06 00:00:00,Completed
889,18032,19001,68316.78,Wrong Item,2024-07-17 00:00:00,Completed
890,18034,19003,8409.43,Not liked,2024-08-20 00:00:00,Completed
891,18098,19070,138166.63,Size issue,2024-09-03 00:00:00,Completed
892,18109,19081,4503.58,Wrong Item,2024-12-07 00:00:00,Completed
893,18112,19084,1206.33,Defective,2025-12-04 00:00:00,Completed
894,18145,19118,62635.92,Wrong Item,2024-01-30 00:00:00,Completed
895,18173,19147,29332.32,Not liked,2026-02-10 00:00:00,Completed
896,18193,19168,187.52,Changed mind,2024-10-08 00:00:00,Completed
897,18195,19170,61005.67,Wrong Item,2024-11-19 00:00:00,Completed
898,18211,19187,11206.08,Defective,2025-04-15 00:00:00,Completed
899,18239,19217,13322.74,Changed mind,2026-01-27 00:00:00,Completed
900,18260,19239,17104.21,Changed mind,2024-07-31 00:00:00,Completed
901,18275,19254,49813.18,Changed mind,2025-07-10 00:00:00,Completed
902,18300,19279,18944.75,Wrong Item,2025-04-27 00:00:00,Completed
903,18307,19288,4796.17,Changed mind,2024-10-08 00:00:00,Completed
904,18315,19296,248365.94,Wrong Item,2025-09-05 00:00:00,Completed
905,18339,19322,363660.8,Size issue,2025-07-04 00:00:00,Completed
906,18349,19333,81209.96,Not liked,2025-02-10 00:00:00,Completed
907,18359,19344,29065.31,Defective,2024-10-30 00:00:00,Completed
908,18385,19370,1036.5,Changed mind,2025-03-04 00:00:00,Completed
909,18414,19402,24391.56,Size issue,2025-09-11 00:00:00,Completed
910,18441,19429,239993.28,Changed mind,2025-06-17 00:00:00,Completed
911,18446,19435,7382.22,Size issue,2024-06-01 00:00:00,Completed
912,18454,19444,15414.82,Wrong Item,2025-01-27 00:00:00,Completed
913,18476,19469,78803.65,Wrong Item,2024-04-16 00:00:00,Completed
914,18492,19486,13297.69,Defective,2024-11-16 00:00:00,Completed
915,18537,19534,16214.47,Wrong Item,2024-12-19 00:00:00,Completed
916,18544,19542,39598.67,Changed mind,2024-04-02 00:00:00,Completed
917,18551,19550,170711.79,Not liked,2024-07-24 00:00:00,Completed
918,18556,19555,37153.69,Size issue,2025-08-11 00:00:00,Completed
919,18579,19579,1315.95,Size issue,2024-12-02 00:00:00,Completed
920,18584,19584,3703.82,Wrong Item,2025-12-11 00:00:00,Completed
921,18637,19640,28931.88,Not liked,2025-02-06 00:00:00,Completed
922,18654,19657,24343.92,Wrong Item,2024-08-03 00:00:00,Completed
923,18674,19679,77193.5,Size issue,2025-09-16 00:00:00,Completed
924,18677,19682,201584.23,Not liked,2026-01-19 00:00:00,Completed
925,18681,19686,151344.22,Changed mind,2024-03-22 00:00:00,Completed
926,18700,19706,28669.12,Changed mind,2024-08-09 00:00:00,Completed
927,18744,19751,46228.6,Defective,2024-03-19 00:00:00,Completed
928,18791,19800,110890.93,Not liked,2024-12-22 00:00:00,Completed
929,18808,19817,205430.47,Not liked,2025-11-15 00:00:00,Completed
930,18812,19821,6784.43,Changed mind,2024-09-18 00:00:00,Completed
931,18856,19868,544581.12,Changed mind,2024-04-21 00:00:00,Completed
932,18880,19894,171799.67,Wrong Item,2024-12-15 00:00:00,Completed
933,18881,19895,91149.9,Wrong Item,2024-06-10 00:00:00,Completed
934,18895,19909,118053.65,Defective,2024-08-11 00:00:00,Completed
935,18901,19915,19957.17,Changed mind,2024-04-02 00:00:00,Completed
936,18926,19941,29321.62,Changed mind,2025-05-12 00:00:00,Completed
937,18944,19960,302653.29,Size issue,2024-11-22 00:00:00,Completed
938,18963,19980,116364.88,Defective,2026-03-02 00:00:00,Completed
939,18975,19993,5906.39,Wrong Item,2024-05-01 00:00:00,Completed
940,18985,20003,4140.33,Wrong Item,2025-06-24 00:00:00,Completed
941,18990,20008,299137.47,Changed mind,2025-05-02 00:00:00,Completed
942,19011,20032,5741.61,Size issue,2025-03-14 00:00:00,Completed
943,19022,20043,25083.39,Size issue,2025-02-14 00:00:00,Completed
944,19041,20063,71573.02,Changed mind,2024-08-30 00:00:00,Completed
945,19076,20099,42900.34,Size issue,2025-08-04 00:00:00,Completed
946,19109,20135,4233.5,Size issue,2026-01-16 00:00:00,Completed
947,19138,20166,183279.45,Size issue,2024-08-20 00:00:00,Completed
948,19142,20170,30398.59,Changed mind,2024-06-05 00:00:00,Completed
949,19148,20176,30320.57,Changed mind,2025-07-18 00:00:00,Completed
950,19154,20182,138658.18,Changed mind,2025-02-08 00:00:00,Completed
951,19175,20203,99084.55,Changed mind,2025-08-24 00:00:00,Completed
952,19177,20207,17132.52,Wrong Item,2024-12-25 00:00:00,Completed
953,19194,20225,167580.78,Size issue,2025-02-10 00:00:00,Completed
954,19251,20288,29469.03,Not liked,2025-06-12 00:00:00,Completed
955,19260,20297,3456.49,Size issue,2025-08-29 00:00:00,Completed
956,19287,20327,77995.92,Not liked,2026-02-07 00:00:00,Completed
957,19297,20338,288631.65,Size issue,2024-09-23 00:00:00,Completed
958,19302,20343,309730.46,Not liked,2025-01-23 00:00:00,Completed
959,19345,20386,33601.64,Size issue,2025-01-17 00:00:00,Completed
960,19351,20393,40456.36,Changed mind,2025-06-18 00:00:00,Completed
961,19355,20397,49457.87,Not liked,2025-08-31 00:00:00,Completed
962,19385,20428,74557.26,Not liked,2024-04-20 00:00:00,Completed
963,19394,20440,46244.46,Wrong Item,2025-11-17 00:00:00,Completed
964,19415,20462,82881.96,Changed mind,2025-02-25 00:00:00,Completed
965,19426,20474,86644.44,Size issue,2025-10-21 00:00:00,Completed
966,19441,20490,6067.74,Not liked,2025-11-03 00:00:00,Completed
967,19471,20521,501909.36,Not liked,2024-06-15 00:00:00,Completed
968,19482,20532,50296.17,Not liked,2025-09-29 00:00:00,Completed
969,19485,20535,26824.5,Defective,2024-08-13 00:00:00,Completed
970,19493,20543,437018.04,Changed mind,2025-07-02 00:00:00,Completed
971,19501,20552,7993.11,Wrong Item,2024-05-14 00:00:00,Completed
972,19543,20598,6098.87,Size issue,2025-06-11 00:00:00,Completed
973,19577,20635,23226.9,Not liked,2025-05-25 00:00:00,Completed
974,19643,20704,14999.5,Wrong Item,2025-07-15 00:00:00,Completed
975,19649,20710,82026.36,Size issue,2025-01-09 00:00:00,Completed
976,19652,20713,2605.13,Size issue,2025-09-19 00:00:00,Completed
977,19665,20726,35018.56,Wrong Item,2025-03-19 00:00:00,Completed
978,19693,20757,117686.58,Size issue,2024-01-24 00:00:00,Completed
979,19699,20763,984.22,Size issue,2025-03-20 00:00:00,Completed
980,19700,20764,100540.67,Wrong Item,2025-01-31 00:00:00,Completed
981,19755,20821,341435.03,Not liked,2025-02-02 00:00:00,Completed
982,19772,20842,15824.76,Wrong Item,2024-08-29 00:00:00,Completed
983,19796,20868,141453.17,Not liked,2024-06-26 00:00:00,Completed
984,19836,20910,102706.52,Changed mind,2024-11-04 00:00:00,Completed
985,19840,20914,12832.0,Changed mind,2025-06-08 00:00:00,Completed
986,19867,20943,49182.27,Size issue,2026-02-14 00:00:00,Completed
987,19870,20946,39630.82,Not liked,2026-01-06 00:00:00,Completed
988,19896,20974,227179.37,Not liked,2024-01-25 00:00:00,Completed
989,19901,20979,400666.72,Size issue,2026-03-04 00:00:00,Completed
990,19908,20986,30720.43,Size issue,2025-05-31 00:00:00,Completed
991,19942,21020,33426.35,Wrong Item,2024-12-24 00:00:00,Completed
992,19946,21024,95180.37,Wrong Item,2025-06-27 00:00:00,Completed
993,19953,21031,86512.19,Changed mind,2025-08-04 00:00:00,Completed
994,19967,21045,24935.7,Defective,2024-12-02 00:00:00,Completed
995,19993,21072,124002.57,Defective,2025-12-17 00:00:00,Completed
996,20006,21085,383662.8,Wrong Item,2024-04-21 00:00:00,Completed
997,20099,21180,175104.98,Defective,2025-11-11 00:00:00,Completed
998,20114,21197,5697.24,Wrong Item,2024-10-27 00:00:00,Completed
999,20120,21203,77754.16,Changed mind,2024-02-06 00:00:00,Completed
1000,20129,21212,84712.13,Size issue,2025-02-14 00:00:00,Completed
1001,20149,21233,69066.18,Changed mind,2024-09-22 00:00:00,Completed
1002,20157,21242,127291.04,Changed mind,2025-07-27 00:00:00,Completed
1003,20163,21249,8570.33,Wrong Item,2025-08-07 00:00:00,Completed
1004,20179,21266,9970.32,Not liked,2026-01-29 00:00:00,Completed
1005,20202,21290,29787.39,Wrong Item,2025-09-09 00:00:00,Completed
1006,20239,21327,336057.92,Wrong Item,2026-01-13 00:00:00,Completed
1007,20242,21330,67358.46,Not liked,2024-03-19 00:00:00,Completed
1008,20266,21355,65524.11,Wrong Item,2025-01-25 00:00:00,Completed
1009,20306,21398,35384.32,Size issue,2025-08-19 00:00:00,Completed
1010,20366,21462,85041.86,Size issue,2025-05-06 00:00:00,Completed
1011,20378,21474,98453.54,Changed mind,2024-04-26 00:00:00,Completed
1012,20379,21475,117058.79,Defective,2024-04-10 00:00:00,Completed
1013,20385,21481,297501.81,Size issue,2024-06-09 00:00:00,Completed
1014,20389,21485,730.6,Wrong Item,2025-02-27 00:00:00,Completed
1015,20393,21489,45249.22,Wrong Item,2024-06-24 00:00:00,Completed
1016,20426,21522,26661.18,Not liked,2025-06-12 00:00:00,Completed
1017,20492,21591,38538.07,Defective,2024-09-27 00:00:00,Completed
1018,20495,21594,75117.02,Wrong Item,2024-04-03 00:00:00,Completed
1019,20581,21683,5302.06,Defective,2025-02-02 00:00:00,Completed
1020,20587,21689,80029.26,Changed mind,2024-11-22 00:00:00,Completed
1021,20602,21704,17713.55,Size issue,2025-12-11 00:00:00,Completed
1022,20659,21769,124180.3,Not liked,2025-02-14 00:00:00,Completed
1023,20663,21774,271638.64,Size issue,2024-06-06 00:00:00,Completed
1024,20670,21781,115283.73,Changed mind,2025-09-02 00:00:00,Completed
1025,20673,21784,58596.04,Changed mind,2024-02-22 00:00:00,Completed
1026,20692,21803,67179.04,Defective,2024-07-29 00:00:00,Completed
1027,20701,21812,117850.15,Wrong Item,2024-09-26 00:00:00,Completed
1028,20726,21837,14256.15,Size issue,2025-12-08 00:00:00,Completed
1029,20736,21847,23769.64,Not liked,2024-12-20 00:00:00,Completed
1030,20754,21865,20082.95,Wrong Item,2025-07-17 00:00:00,Completed
1031,20762,21873,1789.94,Not liked,2024-09-20 00:00:00,Completed
1032,20804,21915,45213.94,Defective,2026-02-05 00:00:00,Completed
1033,20809,21921,19482.53,Wrong Item,2024-10-27 00:00:00,Completed
1034,20828,21940,9229.34,Not liked,2025-01-12 00:00:00,Completed
1035,20927,22045,478853.85,Defective,2025-09-20 00:00:00,Completed
1036,20991,22112,2117.94,Changed mind,2025-06-24 00:00:00,Completed
1037,20996,22118,361078.98,Wrong Item,2026-01-29 00:00:00,Completed
1038,21034,22160,9305.52,Size issue,2025-10-25 00:00:00,Completed
1039,21041,22167,187565.62,Size issue,2024-11-28 00:00:00,Completed
1040,21081,22207,24937.86,Defective,2026-01-04 00:00:00,Completed
1041,21191,22321,12014.59,Size issue,2024-10-18 00:00:00,Completed
1042,21216,22347,23720.09,Wrong Item,2024-06-27 00:00:00,Completed
1043,21219,22350,27830.78,Changed mind,2024-10-01 00:00:00,Completed
1044,21236,22367,14137.31,Not liked,2025-11-13 00:00:00,Completed
1045,21272,22403,95509.15,Size issue,2025-12-25 00:00:00,Completed
1046,21275,22406,13022.92,Defective,2026-01-13 00:00:00,Completed
1047,21281,22412,24276.19,Changed mind,2025-10-28 00:00:00,Completed
1048,21291,22422,269390.97,Wrong Item,2024-10-15 00:00:00,Completed
1049,21295,22426,15819.18,Changed mind,2025-08-10 00:00:00,Completed
1050,21301,22432,73720.1,Defective,2026-01-17 00:00:00,Completed
1051,21310,22443,105574.45,Size issue,2025-11-05 00:00:00,Completed
1052,21334,22468,25300.92,Changed mind,2025-03-04 00:00:00,Completed
1053,21338,22472,46131.72,Not liked,2024-11-26 00:00:00,Completed
1054,21349,22483,12829.15,Size issue,2024-02-17 00:00:00,Completed
1055,21353,22488,133924.19,Defective,2025-04-04 00:00:00,Completed
1056,21366,22502,312415.59,Wrong Item,2024-01-26 00:00:00,Completed
1057,21369,22505,296560.49,Changed mind,2024-09-01 00:00:00,Completed
1058,21399,22535,11708.33,Wrong Item,2025-05-28 00:00:00,Completed
1059,21411,22547,7755.9,Defective,2025-06-10 00:00:00,Completed
1060,21433,22570,84588.73,Not liked,2024-05-05 00:00:00,Completed
1061,21444,22582,16029.45,Not liked,2025-10-27 00:00:00,Completed
1062,21456,22594,19606.39,Not liked,2024-10-25 00:00:00,Completed
1063,21482,22625,84946.22,Not liked,2025-11-26 00:00:00,Completed
1064,21489,22632,310748.24,Defective,2025-08-22 00:00:00,Completed
1065,21507,22651,46653.85,Size issue,2025-03-06 00:00:00,Completed
1066,21510,22654,209522.43,Changed mind,2024-07-26 00:00:00,Completed
1067,21528,22673,31592.47,Changed mind,2025-01-01 00:00:00,Completed
1068,21568,22715,323193.22,Size issue,2024-01-31 00:00:00,Completed
1069,21640,22789,7570.2,Changed mind,2024-05-22 00:00:00,Completed
1070,21644,22793,54176.28,Wrong Item,2025-07-01 00:00:00,Completed
1071,21645,22794,188134.71,Not liked,2024-05-03 00:00:00,Completed
1072,21666,22816,69320.12,Changed mind,2025-10-23 00:00:00,Completed
1073,21707,22860,248766.65,Defective,2026-02-20 00:00:00,Completed
1074,21727,22881,19261.73,Not liked,2024-04-11 00:00:00,Completed
1075,21759,22913,189897.7,Wrong Item,2025-12-14 00:00:00,Completed
1076,21784,22938,65359.51,Changed mind,2024-12-20 00:00:00,Completed
1077,21785,22939,14413.18,Wrong Item,2024-08-05 00:00:00,Completed
1078,21796,22950,64404.34,Defective,2025-02-24 00:00:00,Completed
1079,21821,22975,25064.02,Size issue,2025-09-23 00:00:00,Completed
1080,21832,22987,64638.24,Size issue,2024-07-08 00:00:00,Completed
1081,21877,23036,152832.57,Wrong Item,2024-03-22 00:00:00,Completed
1082,21881,23040,5195.96,Changed mind,2024-04-16 00:00:00,Completed
1083,21887,23046,1990.3,Size issue,2024-07-07 00:00:00,Completed
1084,21913,23072,150353.08,Size issue,2024-09-21 00:00:00,Completed
1085,21955,23115,148825.54,Not liked,2025-10-15 00:00:00,Completed
1086,21978,23138,2145.32,Defective,2024-07-19 00:00:00,Completed
1087,21992,23152,60424.17,Size issue,2024-02-24 00:00:00,Completed
1088,22009,23169,49033.64,Wrong Item,2025-06-17 00:00:00,Completed
1089,22036,23197,19088.39,Size issue,2024-05-02 00:00:00,Completed
1090,22074,23240,134121.28,Defective,2025-09-04 00:00:00,Completed
1091,22077,23243,43352.26,Not liked,2024-03-19 00:00:00,Completed
1092,22080,23246,160464.06,Defective,2025-09-12 00:00:00,Completed
1093,22117,23284,85310.48,Size issue,2025-08-31 00:00:00,Completed
1094,22137,23305,1490.59,Defective,2024-12-27 00:00:00,Completed
1095,22138,23306,6348.94,Wrong Item,2025-11-22 00:00:00,Completed
1096,22147,23315,412940.08,Wrong Item,2025-11-05 00:00:00,Completed
1097,22163,23332,12535.56,Wrong Item,2024-04-27 00:00:00,Completed
1098,22198,23369,137749.45,Defective,2025-07-22 00:00:00,Completed
1099,22247,23420,5078.86,Changed mind,2024-04-23 00:00:00,Completed
1100,22255,23428,198044.16,Wrong Item,2025-02-15 00:00:00,Completed
1101,22313,23489,27022.8,Size issue,2024-08-09 00:00:00,Completed
1102,22320,23496,45034.85,Changed mind,2024-12-18 00:00:00,Completed
1103,22323,23499,122768.67,Changed mind,2025-09-22 00:00:00,Completed
1104,22356,23535,111491.94,Size issue,2025-06-09 00:00:00,Completed
1105,22360,23539,7547.31,Defective,2025-02-05 00:00:00,Completed
1106,22431,23615,57881.0,Defective,2024-04-11 00:00:00,Completed
1107,22460,23646,6759.2,Not liked,2025-06-11 00:00:00,Completed
1108,22511,23697,575182.08,Changed mind,2024-11-27 00:00:00,Completed
1109,22567,23757,98630.99,Not liked,2026-01-15 00:00:00,Completed
1110,22588,23782,390331.47,Defective,2025-08-21 00:00:00,Completed
1111,22589,23783,28631.6,Defective,2025-08-14 00:00:00,Completed
1112,22597,23792,47204.82,Defective,2025-06-17 00:00:00,Completed
1113,22636,23834,188460.42,Wrong Item,2025-10-13 00:00:00,Completed
1114,22686,23888,128065.48,Size issue,2025-04-30 00:00:00,Completed
1115,22714,23920,369.52,Size issue,2024-04-30 00:00:00,Completed
1116,22736,23944,78070.58,Not liked,2024-06-23 00:00:00,Completed
1117,22738,23946,33839.34,Size issue,2025-11-17 00:00:00,Completed
1118,22748,23956,48806.69,Not liked,2025-10-11 00:00:00,Completed
1119,22750,23958,254747.82,Size issue,2024-01-29 00:00:00,Completed
1120,22784,23996,14592.33,Defective,2024-12-31 00:00:00,Completed
1121,22835,24050,28239.96,Not liked,2024-04-23 00:00:00,Completed
1122,22851,24067,101779.2,Size issue,2025-07-18 00:00:00,Completed
1123,22899,24119,34867.67,Wrong Item,2024-01-13 00:00:00,Completed
1124,22903,24124,13121.41,Wrong Item,2024-06-24 00:00:00,Completed
1125,22914,24135,8135.91,Wrong Item,2024-08-15 00:00:00,Completed
1126,22932,24153,496670.62,Size issue,2024-12-27 00:00:00,Completed
1127,22935,24156,53494.29,Size issue,2026-01-03 00:00:00,Completed
1128,22949,24170,88191.92,Size issue,2025-08-27 00:00:00,Completed
1129,22950,24172,160292.68,Defective,2024-11-08 00:00:00,Completed
1130,22965,24188,21093.36,Size issue,2025-10-10 00:00:00,Completed
1131,22975,24198,136395.28,Defective,2025-06-04 00:00:00,Completed
1132,23012,24235,8801.28,Size issue,2024-12-20 00:00:00,Completed
1133,23039,24265,3717.5,Defective,2025-08-08 00:00:00,Completed
1134,23045,24272,24017.15,Size issue,2025-04-14 00:00:00,Completed
1135,23052,24279,33135.3,Size issue,2024-09-19 00:00:00,Completed
1136,23069,24296,4904.46,Changed mind,2025-08-17 00:00:00,Completed
1137,23079,24307,36048.03,Wrong Item,2024-11-18 00:00:00,Completed
1138,23106,24337,20479.15,Not liked,2025-05-18 00:00:00,Completed
1139,23107,24338,13770.85,Changed mind,2026-03-09 00:00:00,Completed
1140,23110,24341,6187.94,Changed mind,2026-02-26 00:00:00,Completed
1141,23123,24356,264789.07,Changed mind,2026-02-20 00:00:00,Completed
1142,23177,24413,255826.74,Changed mind,2024-07-31 00:00:00,Completed
1143,23190,24426,109534.43,Size issue,2025-05-28 00:00:00,Completed
1144,23201,24437,297713.37,Size issue,2026-03-03 00:00:00,Completed
1145,23205,24441,32096.25,Wrong Item,2024-12-30 00:00:00,Completed
1146,23211,24447,17347.58,Size issue,2024-08-30 00:00:00,Completed
1147,23239,24477,116315.45,Wrong Item,2025-06-14 00:00:00,Completed
1148,23265,24503,126151.56,Changed mind,2024-06-24 00:00:00,Completed
1149,23275,24514,21310.68,Wrong Item,2024-05-30 00:00:00,Completed
1150,23307,24548,60831.69,Wrong Item,2025-11-16 00:00:00,Completed
1151,23342,24584,12302.07,Defective,2025-01-04 00:00:00,Completed
1152,23348,24590,66612.17,Wrong Item,2025-04-12 00:00:00,Completed
1153,23396,24641,11460.06,Changed mind,2024-08-27 00:00:00,Completed
1154,23402,24647,6950.33,Wrong Item,2026-01-29 00:00:00,Completed
1155,23415,24661,40227.86,Defective,2024-02-01 00:00:00,Completed
1156,23417,24663,124074.64,Changed mind,2024-07-06 00:00:00,Completed
1157,23426,24674,200531.43,Wrong Item,2026-02-15 00:00:00,Completed
1158,23451,24700,18560.55,Defective,2024-09-25 00:00:00,Completed
1159,23460,24710,3551.43,Size issue,2025-03-18 00:00:00,Completed
1160,23495,24749,9472.9,Size issue,2024-08-05 00:00:00,Completed
1161,23511,24766,10853.87,Wrong Item,2025-08-03 00:00:00,Completed
1162,23515,24770,16766.65,Not liked,2025-02-28 00:00:00,Completed
1163,23569,24824,9211.66,Defective,2025-03-21 00:00:00,Completed
1164,23589,24846,77010.54,Size issue,2024-07-03 00:00:00,Completed
1165,23627,24887,23912.61,Size issue,2024-10-10 00:00:00,Completed
1166,23637,24897,131737.72,Size issue,2024-08-31 00:00:00,Completed
1167,23642,24903,6587.33,Size issue,2025-05-02 00:00:00,Completed
1168,23685,24948,403802.73,Changed mind,2025-04-27 00:00:00,Completed
1169,23706,24969,757.69,Size issue,2025-12-22 00:00:00,Completed
1170,23721,24986,20483.62,Wrong Item,2024-03-18 00:00:00,Completed
1171,23778,25045,9479.28,Not liked,2025-01-04 00:00:00,Completed
1172,23809,25078,22364.99,Wrong Item,2024-02-26 00:00:00,Completed
1173,23836,25111,277621.86,Defective,2025-01-16 00:00:00,Completed
1174,23888,25170,131771.18,Not liked,2025-08-05 00:00:00,Completed
1175,23928,25211,87725.39,Size issue,2025-06-21 00:00:00,Completed
1176,23944,25227,35569.89,Size issue,2025-06-03 00:00:00,Completed
1177,23963,25246,22073.77,Size issue,2025-08-01 00:00:00,Completed
1178,23968,25251,15975.87,Wrong Item,2025-02-28 00:00:00,Completed
1179,23981,25264,64842.65,Not liked,2025-08-22 00:00:00,Completed
1180,23990,25273,4867.47,Wrong Item,2024-05-24 00:00:00,Completed
